Date,VAT Quarter,Quarter Number (HMRC),Supplier Name,Description / Memo, Gross Amount (£) , VAT (£) , Net Amount (£) ,Notes
05/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Bank Charges,CHARGES COMMISSION FOR PERIOD 13DEC/14JAN **********************, 8.50 ,, 8.50 ,
06/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,Bank Charges,CHARGES COMMISSION FOR PERIOD 15JAN/12FEB **********************, 8.50 ,, 8.50 ,
07/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,Bank Charges,CHARGES*214747* INVOICE445 * TFR, 15.00 ,, 15.00 ,
08/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,Bank Charges,CHARGES COMMISSION FOR PERIOD 13FEB/12MAR **********************, 8.50 ,, 8.50 ,
30/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,Bank Charges,CHECKCARDETAILS.CO ON 29 MAR BDC, 9.99 ,, 9.99 ,
21/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,BCARD COMMERCIAL,BCARD COMMERCIAL XXXXXXXXXXXX1788 DDR, 124.47 ,, 124.47 ,
12/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,BLUE BIRD HOUSING LTD,BLUE BIRD HOUSING TX243 STO," 1,458.33 ",," 1,458.33 ",
12/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,BLUE BIRD HOUSING LTD,BLUE BIRD HOUSING TX243 STO," 1,458.33 ",," 1,458.33 ",
12/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,BLUE BIRD HOUSING LTD,BLUE BIRD HOUSING 79 HOE STREET E17 STO," 1,458.33 ",," 1,458.33 ",
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Boma WILCOX,Sent Boma Wilcox, 65.40 ,, 65.40 ,
04/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,BOOKING.COM LIMITED,BKG*HOTEL AT BOOKI AMOUNT IN AED 807.34 ON 01 MAR VISA 4.630401 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £4.79 BDC, 179.15 ,, 179.15 ,
04/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,BOOKING.COM LIMITED,BKG*BOOKING.COM FL ON 02 MAR BDC, 812.36 ,, 812.36 ,
04/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,BOOKING.COM LIMITED,Flights on Booking ON 03 MAR BDC, 926.09 ,, 926.09 ,
23/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,BOOTS UK LIMITED,NOW X2165 Boost ON 22 FEB BDC, 6.00 ,, 6.00 ,
12/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,BOOTS UK LIMITED,"BOOTS/0917, ON 10 FEB CLP", 122.40 ,, 122.40 ,
07/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,BOOTS UK LIMITED,BOOTS U.A.EMIRATES AMOUNT IN AED 13.00 ON 06 MAR VISA 4.652072 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.08, 2.87 ,, 2.87 ,
07/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,BOOTS UK LIMITED,BOOTS U.A.EMIRATES AMOUNT IN AED 166.50 ON 06 MAR VISA 4.652072 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.98, 36.77 ,, 36.77 ,
08/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,BOOTS UK LIMITED,BOOTS - CC 3967 U.A.EMIRATES AMOUNT IN AED 146.75 ON 07 MAR VISA 4.659051 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.87, 32.37 ,, 32.37 ,
11/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,BOOTS UK LIMITED,BOOTS U.A.EMIRATES AMOUNT IN AED 99.00 ON 08 MAR VISA 4.671042 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.58, 21.77 ,, 21.77 ,
21/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,BOOTS UK LIMITED,BOOTS/0675 ON 20 MAR CLP, 1.65 ,, 1.65 ,
02/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,BOOTS UK LIMITED,BOOTS 6497 ON 01 APR CLP, 6.69 ,, 6.69 ,
01/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,BP,BP FLYING RED HORS ON 30 JAN CLP, 134.77 ,, 134.77 ,
10/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Brian Smith,Sent Brian Smith, 213.19 ,, 213.19 ,
05/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,Brian Smith,Sent Brian Smith, 228.17 ,, 228.17 ,
21/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,British Assessment Bureau,BRITISH A 12521803 ON 20 MAR BDC, 549.02 , 91.50 , 457.52 ,
21/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,British Assessment Bureau,BRITISH A 12521803 ON 20 MAR BDC, 550.98 , 91.83 , 459.15 ,
12/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Burger King,BURGER KING ON 10 FEB CLP, 6.29 ,, 6.29 ,
06/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,Burger King,BURGERFUEL ME DMCC U.A.EMIRATES AMOUNT IN AED 152.00 ON 05 MAR VISA 4.643258 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.90, 33.64 ,, 33.64 ,
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Burhan Ud Din Uppal,Sent Burhan Ud Din Uppal, 750.24 ,, 750.24 ,
10/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Callum Worthington,Sent Callum Worthington," 1,596.48 ",," 1,596.48 ",
02/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,Canva,CANVA* I04104-3755 USA ON 28 MAR CPM, 12.98 , 2.16 , 10.82 ,
06/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,CAR TAXI SERVICES,CARS TAXI SERVICES U.A.EMIRATES AMOUNT IN AED 68.50 ON 05 MAR VISA 4.643258 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.41, 15.16 ,, 15.16 ,
07/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,CDER GROUP LIMITED,CDER GROUP LIMITED ON 06 MAR BDC, 426.50 , 71.08 , 355.42 ,
04/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,CFS Formations,WWW.CFSFORMATIONS. ON 01 MAR BDC," 1,434.00 ", 239.00 ," 1,195.00 ",
04/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,CFS Formations,WWW.CFSFORMATIONS. ON 01 MAR BDC, 30.00 , 5.00 , 25.00 ,
27/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,ChatGPT,CHATGPT SUBSCRIPTI USA AMOUNT IN USD 24.00 ON 26 MAR VISA 1.258701 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.52, 19.59 ,, 19.59 ,
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Chinedu Ekuma,Sent Chinedu Ekuma, 131.45 ,, 131.45 ,
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Chisom Njideka Ezeaku,Sent Chisom Njideka Ezeaku, 562.68 ,, 562.68 ,
11/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,Chisom Njideka Ezeaku,Sent Chisom Njideka Ezeaku, 521.00 ,, 521.00 ,
08/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,Chisom Njideka Ezeaku,Sent Chisom Njideka Ezeaku, 521.00 ,, 521.00 ,
27/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,ClearCheck,CLEARCHECK.CO.UK ON 26 MAR BDC, 45.00 , 7.50 , 37.50 ,
27/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,ClearCheck,CLEARCHECK.CO.UK ON 26 MAR BDC, 90.00 , 15.00 , 75.00 ,
07/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,CLOUDWAYSLTD,Cloudway Talent, 118.36 , 19.73 , 98.63 ,
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,CLOUDWAYSLTD,Cloudways, 118.46 ,, 118.46 ,
07/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,CLOUDWAYSLTD,Cloudways, 117.40 , 19.57 , 97.83 ,
31/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,corner food,CORNER FOOD CENTRE ON 30 MAR CLP, 117.32 ,, 117.32 ,
18/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,Costcutter,COSTCUTTER ON 17 MAR CLP, 25.44 ,, 25.44 ,
16/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,coursera,COURSRA*43JXOK2MDH NETHERLANDS ON 15 FEB BDC, 38.00 , 6.33 , 31.67 ,
18/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,coursera,COURSRA*43JXOK2MDH NETHERLANDS ON 15 MAR BDC, 38.00 ,, 38.00 ,
16/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,coursera,COURSRA*43JXOK2MDH NETHERLANDS ON 15 APR BDC, 38.00 , 6.33 , 31.67 ,
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Damilare Adetunji,Sent Damilare Adetunji, 130.80 ,, 130.80 ,
08/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,David Lloyd,DAVID LLOYD ON 07 FEB CLP, 2.92 , 0.49 , 2.43 ,
12/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,David Lloyd,DAVID LLOYD ON 09 FEB CLP, 2.92 , 0.49 , 2.43 ,
26/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,David Lloyd,DAVID LLOYD ON 23 FEB CLP, 3.69 ,, 3.69 ,
04/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,David Lloyd,DAVID LLOYD ON 03 MAR CLP, 4.59 ,, 4.59 ,
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Dawood Ahmed,Sent Dawood Ahmed, 125.04 ,, 125.04 ,
26/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,DESIGNHILL.COM USA,DESIGNHILL.COM USA AMOUNT IN USD 299.00 ON 24 FEB VISA 1.2646 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £6.50, 242.94 ,, 242.94 ,
28/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,DESIGNHILL.COM USA,DESIGNHILL.COM USA AMOUNT IN USD 249.00 ON 27 FEB VISA 1.2654 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £5.41, 202.19 ,, 202.19 ,
06/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Dexters,DEXTERS ON 05 FEB BDC, 750.00 ,, 750.00 ,
14/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Dropbox,Dropbox IRELAND ON 13 FEB CPM, 9.98 , 1.66 , 8.32 ,
14/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,Dropbox,Dropbox IRELAND ON 13 MAR CPM, 9.99 ,, 9.99 ,
07/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,Du Apple Dxb,DU Apple Pay U.A.EMIRATES AMOUNT IN AED 50.00 ON 06 MAR VISA 4.652072 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.30, 11.05 ,, 11.05 ,
31/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,Dunelm Soft,Dunelm Soft Furnis ON 30 MAR CLP, 213.40 , 35.57 , 177.83 ,
01/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,DVLA VECHICLE TAX,DVLA-VX71XUF XXXXXXXXXXXX494130 DDR, 49.87 ,, 49.87 ,
01/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,DVLA VECHICLE TAX,DVLA-VX71XUF XXXXXXXXXXXX494130 DDR, 49.87 ,, 49.87 ,
30/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,DVLA VECHICLE TAX,DVLA VEHICLE TAX ON 29 MAR BDC, 180.00 ,, 180.00 ,
02/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,DVLA VECHICLE TAX,DVLA-VX71XUF XXXXXXXXXXXX494130 DDR, 49.87 ,, 49.87 ,
14/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,DXB Marina,DUBAI TAXI U.A.EMIRATES AMOUNT IN AED 32.50 ON 13 FEB VISA 4.62783 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.19, 7.21 ,, 7.21 ,
11/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,GOLDEN SANDS Palm U.A.EMIRATES AMOUNT IN AED 554.00 ON 10 MAR VISA 4.69969 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £3.24, 121.12 ,, 121.12 ,
11/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,NIKAHCONT* N #4058 SWITZERLAND AMOUNT IN AED 200.00 ON 10 MAR VISA 4.69969 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £1.17, 43.73 ,, 43.73 ,
11/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,SHOOTDAY U.A.EMIRATES AMOUNT IN AED 800.00 ON 08 MAR VISA 4.671042 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £4.71, 175.98 ,, 175.98 ,
11/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,Zbooni DMCC U.A.EMIRATES AMOUNT IN AED 525.00 ON 08 MAR VISA 4.671042 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £3.09, 115.48 ,, 115.48 ,
11/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,IBN SINA 45 PHARMA U.A.EMIRATES AMOUNT IN AED 800.00 ON 08 MAR VISA 4.671042 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £4.71, 175.98 ,, 175.98 ,
11/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,FOREVER 21 NAKHEEL U.A.EMIRATES AMOUNT IN AED 14.25 ON 09 MAR VISA 4.69969 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.08, 3.11 ,, 3.11 ,
11/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,CLOUD TOBACCO TRAD U.A.EMIRATES AMOUNT IN AED 150.00 ON 08 MAR VISA 4.671042 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.88, 32.99 ,, 32.99 ,
11/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,Five F B U.A.EMIRATES AMOUNT IN AED 143.00 ON 08 MAR VISA 4.671042 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.84, 31.45 ,, 31.45 ,
11/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,Five F B U.A.EMIRATES AMOUNT IN AED 158.00 ON 10 MAR VISA 4.69969 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.92, 34.54 ,, 34.54 ,
12/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,JUMBO ELECTRONICS U.A.EMIRATES AMOUNT IN AED 2299.00 ON 11 MAR VISA 4.69969 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £13.45, 502.63 ,, 502.63 ,
12/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,PRAIA RESTAURANT F U.A.EMIRATES AMOUNT IN AED 615.00 ON 12 MAR VISA 4.697372 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £3.60, 134.52 ,, 134.52 ,
12/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,EMIRATES.CO 237117 ON 10 MAR BDC, 997.00 ,, 997.00 ,
13/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,CHUNO U.A.EMIRATES AMOUNT IN AED 16.00 ON 12 MAR VISA 4.697372 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.09, 3.50 ,, 3.50 ,
13/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,Five F B U.A.EMIRATES AMOUNT IN AED 425.00 ON 12 MAR VISA 4.697372 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £2.49, 92.97 ,, 92.97 ,
14/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,OCEAN AIR TRAVEL A U.A.EMIRATES AMOUNT IN AED 600.00 ON 13 MAR VISA 4.67961 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £3.53, 131.75 ,, 131.75 ,
14/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,AL REMAL AL MUTAHR U.A.EMIRATES AMOUNT IN AED 600.00 ON 13 MAR VISA 4.67961 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £3.53, 131.75 ,, 131.75 ,
14/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,DESERT FUN OFF ROA U.A.EMIRATES AMOUNT IN AED 130.00 ON 13 MAR VISA 4.67961 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.76, 28.54 ,, 28.54 ,
14/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,Booking.com4048864 U.A.EMIRATES AMOUNT IN AED 1250.45 ON 13 MAR VISA 4.689772 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £7.33, 273.96 ,, 273.96 ,
15/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,MARINA PHARM ATLAN U.A.EMIRATES AMOUNT IN AED 196.50 ON 14 MAR VISA 4.689772 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £1.15, 43.05 ,, 43.05 ,
15/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,Five F B U.A.EMIRATES AMOUNT IN AED 301.00 ON 14 MAR VISA 4.689772 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £1.76, 65.94 ,, 65.94 ,
18/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,DUBAI DUTY FREE U.A.EMIRATES AMOUNT IN AED 1330.36 ON 15 MAR VISA 4.673247 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £7.83, 292.51 ,, 292.51 ,
19/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,BKG*BOOKING.COM FL ON 17 MAR BDC, 307.83 ,, 307.83 ,
22/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,BKG*BOOKING.COM FL ON 21 MAR BDC, 266.19 ,, 266.19 ,
22/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,BKG*BOOKING.COM FL ON 21 MAR BDC, 153.52 ,, 153.52 ,
22/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,dxb trip,BKG*BOOKING.COM FL ON 21 MAR BDC, (153.52),, (153.52),
27/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,ecomwebsite,ECOMWEBSITES USA AMOUNT IN USD 20.00 ON 26 MAR VISA 1.2619 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.44, 16.29 ,, 16.29 ,
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Edison Ohonba,Sent Edison Ohonba, 672.09 ,, 672.09 ,
26/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,EE LIMITED,EE LIMITED QXXXXXXXXXXXX72565 DDR, 109.74 , 18.29 , 91.45 ,
25/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,EE LIMITED,EE LIMITED QXXXXXXXXXXXX61031 DDR, 115.06 , 19.18 , 95.88 ,
24/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,EE LIMITED,EE LIMITED QXXXXXXXXXXXX86291 DDR, 103.42 , 17.24 , 86.18 ,
05/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,EE LIMITED,NOW 5153B Ents ON 04 MAR BDC, 10.00 , 1.67 , 8.33 ,
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Ehtisham Sharif,Sent Ehtisham Sharif, 750.24 ,, 750.24 ,
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,EMAC LTD,EMAC LTD SPLAN 122M90 DDR, 21.34 , 3.56 , 17.78 ,
11/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,EMAC LTD,EMAC LTD SPLAN 122M90 DDR, 21.34 , 3.56 , 17.78 ,
09/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,EMAC LTD,EMAC LTD SPLAN 122M90 DDR, 21.34 , 3.56 , 17.78 ,
15/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Emirates,UPSCALE RESTAURANT U.A.EMIRATES AMOUNT IN AED 138.00 ON 14 FEB VISA 4.615953 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.82, 30.72 ,, 30.72 ,
24/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,Emirates,EMIRATES.CO 237293 ON 21 APR BDC," 2,671.93 ",," 2,671.93 ",
26/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,Emirates,EMIRATES.CO 237303 ON 24 APR BDC, 724.57 ,, 724.57 ,
27/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,FAB4 SECURITY LTD,FAB4 SECURITY LTD AS INVOICED BBP," 6,665.78 "," 1,110.96 "," 5,554.82 ",
27/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,FAB4 SECURITY LTD,FAB4 SECURITY LTD AS INVOICED BBP," 5,515.20 ", 919.20 ," 4,596.00 ",
25/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,FAB4 SECURITY LTD,FAB4 SECURITY LTD AS INVOICED BBP," 4,635.01 ", 772.50 ," 3,862.51 ",
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Faris Chera polikkal,Sent Faris Chera polikkal (Monzo Ni Payment), 86.76 ,, 86.76 ,
10/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Farrukh Ahmad,Sent Farrukh Ahmad," 1,155.14 ",," 1,155.14 ",
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,FATIMA AHMAD,Sent FATIMA AHMAD, 125.04 ,, 125.04 ,
10/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,FATIMA FARAZ,Sent FATIMA FARAZ," 1,089.85 ",," 1,089.85 ",
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Fawad Ahmad Khan,Sent Fawad Ahmad Khan, 729.40 ,, 729.40 ,
14/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,FIRST PULSE MED,FIRST PULSE MED ME U.A.EMIRATES AMOUNT IN AED 2700.00 ON 13 FEB VISA 4.62783 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £16.04, 599.47 ,, 599.47 ,
05/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,First4Freelancers Ltd,FIRST4FREELANCERS GUARDIANFM BBP," 50,000.00 "," 8,333.33 "," 41,666.67 ",
12/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,First4Freelancers Ltd,FIRST4FREELANCERS GUARDIANFM BBP," 30,000.00 "," 5,000.00 "," 25,000.00 ",
14/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,First4Freelancers Ltd,FIRST4FREELANCERS AS INVOICED FT," 20,000.00 "," 3,333.33 "," 16,666.67 ",
16/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,First4Freelancers Ltd,FIRST4FREELANCERS AS INVOICED FT," 20,000.00 "," 3,333.33 "," 16,666.67 ",
21/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,First4Freelancers Ltd,FIRST4FREELANCERS GUARDIANFM FT," 25,414.00 "," 4,235.67 "," 21,178.33 ",
08/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,First4Freelancers Ltd,FIRST4FREELANCERS GUARDIANFM BBP," 50,000.00 "," 8,333.33 "," 41,666.67 ",
09/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,First4Freelancers Ltd,FIRST4FREELANCERS GUARDIANFM BBP," 50,000.00 "," 8,333.33 "," 41,666.67 ",
09/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,First4Freelancers Ltd,FIRST4FREELANCERS GUARDIANFM BBP," 50,000.00 "," 8,333.33 "," 41,666.67 ",
19/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,five hotel DXB,Five Hotel Fze 3C U.A.EMIRATES ON 15 FEB CPM," 1,148.80 ",," 1,148.80 ",
06/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,five hotel DXB,FIVE HOTEL FZE U.A.EMIRATES AMOUNT IN AED 2000.00 ON 05 MAR VISA 4.643258 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £11.85, 442.58 ,, 442.58 ,
07/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,five hotel DXB,Five F B U.A.EMIRATES AMOUNT IN AED 255.00 ON 06 MAR VISA 4.652072 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £1.51, 56.32 ,, 56.32 ,
11/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,five hotel DXB,FIVE HOTEL FZE U.A.EMIRATES AMOUNT IN AED 6483.54 ON 10 MAR VISA 4.69969 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £37.94," 1,417.51 ",," 1,417.51 ",
12/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,five hotel DXB,Five F B U.A.EMIRATES AMOUNT IN AED 398.00 ON 11 MAR VISA 4.69969 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £2.33, 87.02 ,, 87.02 ,
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Funmilola Bodunde,Sent Funmilola Bodunde, 566.80 ,, 566.80 ,
09/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,Gagandeep kaur,Sent Gagandeep kaur, 729.40 ,, 729.40 ,
23/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,GETADDRESS.IO,GETADDRESS.IO ON 22 FEB BDC, 30.00 , 5.00 , 25.00 ,
25/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,GETADDRESS.IO,GETADDRESS.IO ON 22 MAR BDC, 30.00 ,, 30.00 ,
23/04/2024,12. Feb'24 to Apr'24,Q2 - 2024,GETADDRESS.IO,GETADDRESS.IO ON 22 APR BDC, 30.00 , 5.00 , 25.00 ,
26/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,GetYourguide Uk,GetYourGuide UK Lt ON 24 FEB BDC," 1,116.80 ", 186.13 , 930.67 ,
12/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,GetYourguide Uk,GetYourGuide UK Lt ON 11 MAR BDC, 256.68 , 42.78 , 213.90 ,
13/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,GetYourguide Uk,GetYourGuide UK Lt ON 12 MAR BDC, 11.48 , 1.91 , 9.57 ,
14/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,GetYourguide Uk,GetYourGuide UK Lt ON 13 MAR BDC, 204.30 , 34.05 , 170.25 ,
04/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,GOOGLE,PAYPAL *GOOGLE YOU ON 01 MAR BDC, 12.99 ,, 12.99 ,
05/03/2024,12. Feb'24 to Apr'24,Q2 - 2024,GOOGLE,Wise Payments Fee for 6.22 GBP Google Ads, 0.04 ,, 0.04 ,
02/02/2024,12. Feb'24 to Apr'24,Q2 - 2024,GOOGLE,PAYPAL *GOOGLE YOU ON 01 FEB BDC, 12.99 ,, 12.99 ,
